id,Причина дубля,Ноябрь 2022,Декабрь 2022,Январь 2023,Февраль 2023,Март 2023,Апрель 2023,Май 2023,Июнь 2023,Июль 2023,Август 2023,Сентябрь 2023,Октябрь 2023,Ноябрь 2023,Декабрь 2023,Январь 2024,Февраль 2024,Account
PRJ_0112,вторая часть оплаты,"25 745,00","26 167,50","33 127,50","56 115,00","104 976,00","94 329,00","95 850,00","95 850,00","95 850,00","95 850,00","95 850,00","95 850,00","95 850,00","95 850,00",,,Manager 03
PRJ_0028,"карты, банки","28 200,00","28 200,00","33 885,00","33 885,00","33 885,00","33 885,00","33 885,00","33 885,00","33 885,00","33 885,00","33 885,00","33 885,00","33 885,00","33 885,00","43 400,00","43 400,00",Manager 01
PRJ_0256,первая часть оплаты,"68 700,00","68 700,00","70 470,00","89 650,00","77 320,00","83 900,00","83 900,00","83 900,00","83 900,00","83 900,00","83 900,00","83 900,00","83 900,00","83 900,00","42 300,00","42 300,00",Manager 01
PRJ_0256,вторая часть оплаты,,,,,,,,,"38 330,00","40 410,00","58 520,00","34 495,00","33 865,00","45 990,00","86 400,00","126 900,00",Manager 01
PRJ_0286,основные работы,,,,,,,,,,"40 500,00",,"41 200,00",,"41 200,00",,"41 200,00",Manager 07
PRJ_0286,доп работы,,,,,,,,,,,,"20 000,00","79 655,00","62 093,30","61 093,30","61 335,00",Manager 07
PRJ_0287,,,,,,,,,,,"26 200,00",,"26 200,00",,"26 900,00",,"26 900,00",Manager 07
PRJ_0062,первая часть оплаты,"89 185,11","74 986,18","63 305,10","69 513,19","75 127,44","100 518,83","91 826,81","103 176,17","100 914,15","95 501,13","96 679,36","113 011,00","91 770,64","99 410,96","115 821,00","127 200,00",Manager 01
PRJ_0062,вторая часть оплаты,,,,,"0,01",,,,,,,,,,,,Manager 01
PRJ_0078,основные работы,"144 180,00","104 660,00","226 420,00","139 660,00","165 540,00","168 680,00","166 520,00","83 360,00","104 440,00","128 040,00","166 320,00","166 690,00","117 280,00","215 040,00","166 000,00","164 960,00",Manager 08
PRJ_0241,,,,,,,,"41 960,00","48 000,00","48 760,00","48 760,00","52 690,00","51 650,00","52 690,00","52 690,00",,,Manager 08
PRJ_0137,первая часть оплаты,"28 864,00","23 944,00","23 944,00","23 944,00","23 944,00",,,,,,"90 075,00","90 075,00","90 075,00","90 075,00",,,Manager 01
PRJ_0137,вторая часть оплаты,"274 011,20","287 852,80","243 732,70","277 295,80","252 063,90",,,,,,,,,,,,Manager 01
PRJ_0292,,,,,,,,,,,,"402 400,00","402 400,00","402 400,00","402 400,00",,,Manager 01
PRJ_0183,первая часть оплаты,,,,"57 590,00","58 275,00","57 075,00","57 075,00","57 075,00","73 695,00","72 640,00","73 695,00","77 015,00","81 120,00","80 065,00",,,Manager 08
PRJ_0183,вторая часть оплаты,,,,в ноль,в ноль,"3 660,00","7 625,00","9 150,00","20 225,00","36 295,00","30 295,00","43 395,00","35 560,00","38 620,00",,,Manager 08
PRJ_0184,первая часть оплаты,,,,"48 285,00","78 235,00","96 535,00","97 145,00","92 175,00","24 510,00","24 510,00","24 510,00","25 360,00","25 360,00","25 360,00",,,Manager 08
PRJ_0184,вторая часть оплаты,,,,"915,00","5 795,00","1 525,00","7 625,00","1 830,00","23 400,00","23 400,00","18 540,00","27 470,00","23 400,00","22 505,00",,,Manager 08
PRJ_0203,первая часть оплаты,,,,,"36 605,00","29 795,00","28 250,00","35 460,00","27 580,00","68 095,00","26 915,00","36 205,00","28 900,00","69 210,00",,,Manager 03
PRJ_0203,вторая часть оплаты,,,,,,,"4 105,00",,,,,,,,,,Manager 03
PRJ_0206,,,,,,,,"84 000,00","78 000,00","78 000,00","73 050,00","101 020,00","100 285,00","73 050,00",,,,Manager 09
PRJ_0044,первая часть оплаты,,,,,,,,,,,,"121 000,00","121 000,00","121 000,00","117 500,00","117 500,00",Manager 07
PRJ_0044,вторая часть оплаты,,,,,,,,,,,,в ноль,в ноль,"305,00","305,00","305,00",Manager 07
PRJ_0294,,,,,,,,,,,,"9 300,00","9 300,00","13 200,00","17 400,00",,,Manager 07
PRJ_0311,,,,,,,,,,,,,,"34 000,00","0,00",,,Manager 10
PRJ_0036,основные работы,"76 550,00","79 950,00","66 900,00","89 150,00","108 450,00","77 100,00","78 800,00","126 740,00","117 730,00","115 860,00","160 770,00","142 490,00","99 125,00","74 350,00","105 775,00","92 065,00",Manager 08
PRJ_0036,доп работы,"21 450,00","13 300,00","15 900,00","19 850,00","17 350,00","14 650,00","15 900,00","3 000,00",,,,,,,,,Manager 08
PRJ_0188,,,,,"5 306,60","12 898,10","5 287,00","10 180,00","8 600,00","3 860,00","8 600,00","700,00","700,00",в ноль,в ноль,,,Manager 08
PRJ_0268,,,,,,,,,,"58 200,00","58 200,00","58 200,00","58 200,00","58 200,00","58 200,00",,,Manager 07
PRJ_0280,первая часть оплаты,,,,,,,,,,,"36 687,50","31 152,50","30 350,00","34 547,50","25 750,00","25 600,00",Manager 03
